Pieza	Peso	Largo	Calibre	Calidad
8642	5.35	0.6604	4.5-5.5	Premium
8643	5.12	0.7366	4.5-5.5	Premium
8644	5.21	0.6858	4.5-5.5	Premium
8645	4.855	0.7112	4.5-5.5	Premium
8646	5.045	0.6604	4.5-5.5	Premium
8647	4.75	0.6604	4.5-5.5	Premium
8648	5.215	0.6858	4.5-5.5	Premium
8649	4.635	0.7112	4.5-5.5	Premium
8650	5.09	0.6604	4.5-5.5	Premium
8651	4.875	0.6858	4.5-5.5	Premium
8652	4.74	0.6096	4.5-5.5	Premium
8653	4.89	0.6604	4.5-5.5	Premium
8654	4.965	0.6604	4.5-5.5	Premium
8655	4.725	0.6604	4.5-5.5	Premium
8656	5.205	0.6096	4.5-5.5	Premium
8657	4.935	0.6858	4.5-5.5	Premium
8658	5.145	0.6604	4.5-5.5	Premium
8659	4.56	0.6604	4.5-5.5	Premium
8660	4.83	0.7112	4.5-5.5	Premium
8661	4.855	0.635	4.5-5.5	Premium
8662	4.895	0.6858	4.5-5.5	Premium
8663	5.17	0.6604	4.5-5.5	Premium
8664	5.005	0.6604	4.5-5.5	Premium
8665	5.37	0.7112	4.5-5.5	Premium
8666	5.44	0.6096	4.5-5.5	Premium
8667	5.235	0.7112	4.5-5.5	Premium
8668	4.855	0.6858	4.5-5.5	Premium
8669	4.935	0.6604	4.5-5.5	Premium
8670	5.355	0.7366	4.5-5.5	Premium
8671	4.595	0.6858	4.5-5.5	Premium
8672	5.075	0.6604	4.5-5.5	Premium
8673	4.515	0.635	4.5-5.5	Premium
8674	5.225	0.6858	4.5-5.5	Premium
8675	5.16	0.6858	4.5-5.5	Premium
8676	4.835	0.6604	4.5-5.5	Premium
8677	4.765	0.6858	4.5-5.5	Premium
8678	4.91	0.6858	4.5-5.5	Premium
8679	5.245	0.6604	4.5-5.5	Premium
8680	4.72	0.635	4.5-5.5	Premium
8681	4.705	0.5842	4.5-5.5	Premium
8682	5.1	0.6604	4.5-5.5	Premium
8683	4.52	0.635	4.5-5.5	Premium
8684	4.95	0.6604	4.5-5.5	Premium
8685	5.36	0.6858	4.5-5.5	Premium
8686	4.735	0.7112	4.5-5.5	Premium
8687	4.72	0.7112	4.5-5.5	Premium
8688	5.035	0.635	4.5-5.5	Premium
8689	5.02	0.6858	4.5-5.5	Premium
8690	5.175	0.635	4.5-5.5	Premium
8691	5.08	0.7112	4.5-5.5	Premium
8692	4.55	0.6858	4.5-5.5	Premium
8693	4.59	0.635	4.5-5.5	Premium
8694	5.135	0.7112	4.5-5.5	Premium
8695	5.035	0.6604	4.5-5.5	Premium
8696	5.465	0.7366	4.5-5.5	Premium
8697	5.16	0.6858	4.5-5.5	Premium
8698	5.135	0.635	4.5-5.5	Premium
8699	4.995	0.635	4.5-5.5	Premium
8700	4.865	0.6858	4.5-5.5	Premium
8701	4.715	0.6858	4.5-5.5	Premium
8702	4.825	0.6858	4.5-5.5	Premium
8703	5.06	0.6604	4.5-5.5	Premium
8704	5.49	0.7112	4.5-5.5	Premium
8705	4.945	0.6604	4.5-5.5	Premium
8706	5.03	0.635	4.5-5.5	Premium
8707	4.77	0.6858	4.5-5.5	Premium
8708	5.47	0.6604	4.5-5.5	Premium
8709	5.07	0.6858	4.5-5.5	Premium
8710	4.6	0.7112	4.5-5.5	Premium
8711	4.775	0.6604	4.5-5.5	Premium
8712	4.8	0.635	4.5-5.5	Premium
8713	4.755	0.635	4.5-5.5	Premium
8714	5.01	0.7112	4.5-5.5	Premium
8715	5.085	0.7112	4.5-5.5	Premium
8716	4.645	0.5588	4.5-5.5	Premium
8717	4.775	0.6858	4.5-5.5	Premium
8718	5.04	0.6604	4.5-5.5	Premium
8719	5.26	0.6604	4.5-5.5	Premium
8720	5.045	0.6604	4.5-5.5	Premium
8721	5.16	0.6604	4.5-5.5	Premium
8722	5.25	0.6858	4.5-5.5	Premium
8723	4.69	0.6096	4.5-5.5	Premium
8724	5.19	0.6604	4.5-5.5	Premium
8725	5.415	0.6858	4.5-5.5	Premium
8726	5.075	0.6604	4.5-5.5	Premium
8727	5.385	0.635	4.5-5.5	Premium
8728	5.14	0.6604	4.5-5.5	Premium
8729	5.32	0.7112	4.5-5.5	Premium
8730	4.79	0.6604	4.5-5.5	Premium
8731	4.835	0.6096	4.5-5.5	Premium
8732	5.365	0.7112	4.5-5.5	Premium
8733	4.58	0.6604	4.5-5.5	Premium
8734	4.575	0.635	4.5-5.5	Premium
8735	5.04	0.6604	4.5-5.5	Premium
8736	5.405	0.6604	4.5-5.5	Premium
8737	4.575	0.635	4.5-5.5	Premium
8738	4.895	0.6604	4.5-5.5	Premium
8739	5.005	0.6604	4.5-5.5	Premium
8740	5.135	0.6604	4.5-5.5	Premium
8741	4.75	0.6604	4.5-5.5	Premium
8742	5.205	0.6858	4.5-5.5	Premium
8743	4.77	0.6604	4.5-5.5	Premium
8744	4.595	0.6604	4.5-5.5	Premium
8745	5.28	0.6858	4.5-5.5	Premium
8746	5.485	0.6604	4.5-5.5	Premium
8747	5.075	0.635	4.5-5.5	Premium
8748	4.68	0.7112	4.5-5.5	Premium
8749	5.485	0.7366	4.5-5.5	Premium
8750	5.15	0.6604	4.5-5.5	Premium
8751	4.92	0.7112	4.5-5.5	Premium
8752	4.695	0.6096	4.5-5.5	Premium
8753	5.36	0.6858	4.5-5.5	Premium
8754	5.015	0.6858	4.5-5.5	Premium
8755	4.665	0.6604	4.5-5.5	Premium
8756	4.615	0.6096	4.5-5.5	Premium
8757	4.83	0.6604	4.5-5.5	Premium
8758	4.79	0.6604	4.5-5.5	Premium
8759	5.19	0.6858	4.5-5.5	Premium
8760	4.84	0.6858	4.5-5.5	Premium
8761	4.91	0.6604	4.5-5.5	Premium
8762	4.825	0.6604	4.5-5.5	Premium
8763	4.65	0.6604	4.5-5.5	Premium
8764	5.05	0.6604	4.5-5.5	Premium
8765	4.56	0.635	4.5-5.5	Premium
8766	5.155	0.6858	4.5-5.5	Premium
8767	5.42	0.6604	4.5-5.5	Premium
8768	4.99	0.6858	4.5-5.5	Premium
8769	4.915	0.6858	4.5-5.5	Premium
8770	5.11	0.635	4.5-5.5	Premium
8771	4.56	0.6858	4.5-5.5	Premium
8772	5	0.6858	4.5-5.5	Premium
8773	5.47	0.6858	4.5-5.5	Premium
8774	5.47	0.6858	4.5-5.5	Premium
8775	5.13	0.6858	4.5-5.5	Premium
8776	5.205	0.6858	4.5-5.5	Premium
8777	4.94	0.6604	4.5-5.5	Premium
8778	4.95	0.6858	4.5-5.5	Premium
8779	4.51	0.635	4.5-5.5	Premium
8780	5.35	0.6604	4.5-5.5	Premium
8781	5.87	0.7112	5.5-6.3	Premium
8782	5.865	0.7366	5.5-6.3	Premium
8783	5.575	0.6858	5.5-6.3	Premium
8784	5.595	0.6858	5.5-6.3	Premium
8785	5.76	0.7366	5.5-6.3	Premium
8786	6.275	0.7112	5.5-6.3	Premium
8787	5.89	0.7112	5.5-6.3	Premium
8788	5.86	0.7366	5.5-6.3	Premium
8789	5.83	0.6858	5.5-6.3	Premium
8790	5.56	0.6858	5.5-6.3	Premium
8791	5.89	0.7112	5.5-6.3	Premium
8792	5.795	0.7112	5.5-6.3	Premium
8793	5.695	0.6604	5.5-6.3	Premium
8794	5.61	0.6858	5.5-6.3	Premium
8795	5.92	0.7366	5.5-6.3	Premium
8796	5.515	0.6858	5.5-6.3	Premium
8797	6.22	0.7366	5.5-6.3	Premium
8798	5.62	0.7112	5.5-6.3	Premium
8799	5.835	0.7112	5.5-6.3	Premium
8800	5.925	0.7112	5.5-6.3	Premium
8801	5.64	0.6858	5.5-6.3	Premium
8802	5.975	0.762	5.5-6.3	Premium
8803	5.76	0.7366	5.5-6.3	Premium
8804	5.585	0.6858	5.5-6.3	Premium
8805	5.63	0.7366	5.5-6.3	Premium
8806	5.63	0.7112	5.5-6.3	Premium
8807	5.535	0.7112	5.5-6.3	Premium
8808	6.02	0.7112	5.5-6.3	Premium
8809	5.945	0.7112	5.5-6.3	Premium
8810	5.805	0.6858	5.5-6.3	Premium
8811	5.83	0.7112	5.5-6.3	Premium
8812	5.595	0.7366	5.5-6.3	Premium
8813	5.51	0.7366	5.5-6.3	Premium
8814	5.965	0.7112	5.5-6.3	Premium
8815	6.235	0.762	5.5-6.3	Premium
8816	6.09	0.7112	5.5-6.3	Premium
8817	5.725	0.6858	5.5-6.3	Premium
8818	6	0.7366	5.5-6.3	Premium
8819	5.695	0.6858	5.5-6.3	Premium
8820	5.84	0.8128	5.5-6.3	Premium
8821	6.26	0.6858	5.5-6.3	Premium
8822	6.29	0.7112	5.5-6.3	Premium
8823	6.185	0.7366	5.5-6.3	Premium
8824	5.945	0.6858	5.5-6.3	Premium
8825	6.295	0.7112	5.5-6.3	Premium
8826	5.615	0.7112	5.5-6.3	Premium
8827	5.935	0.7112	5.5-6.3	Premium
8828	5.5	0.6604	5.5-6.3	Premium
8829	5.655	0.6858	5.5-6.3	Premium
8830	6.285	0.7112	5.5-6.3	Premium
8831	5.74	0.6858	5.5-6.3	Premium
8832	6.06	0.762	5.5-6.3	Premium
8833	5.82	0.7112	5.5-6.3	Premium
8834	5.505	0.6858	5.5-6.3	Premium
8835	5.805	0.7112	5.5-6.3	Premium
8836	5.995	0.7112	5.5-6.3	Premium
8837	5.8	0.7366	5.5-6.3	Premium
8838	5.615	0.7112	5.5-6.3	Premium
8839	5.76	0.6858	5.5-6.3	Premium
8840	5.61	0.7112	5.5-6.3	Premium
8841	5.7	0.6604	5.5-6.3	Premium
8842	6.24	0.6858	5.5-6.3	Premium
8843	5.57	0.6604	5.5-6.3	Premium
8844	5.97	0.7366	5.5-6.3	Premium
8845	5.965	0.7112	5.5-6.3	Premium
8846	5.725	0.7366	5.5-6.3	Premium
8847	6.015	0.6604	5.5-6.3	Premium
8848	5.905	0.7112	5.5-6.3	Premium
8849	5.7	0.7112	5.5-6.3	Premium
8850	5.525	0.6604	5.5-6.3	Premium
8851	5.87	0.7366	5.5-6.3	Premium
8852	5.715	0.6858	5.5-6.3	Premium
8853	5.78	0.7366	5.5-6.3	Premium
8854	5.545	0.6858	5.5-6.3	Premium
8855	5.545	0.7112	5.5-6.3	Premium
8856	6.19	0.7366	5.5-6.3	Premium
8857	6	0.6858	5.5-6.3	Premium
8858	5.685	0.6858	5.5-6.3	Premium
8859	5.945	0.7112	5.5-6.3	Premium
8860	6.145	0.7112	5.5-6.3	Premium
8861	5.72	0.762	5.5-6.3	Premium
8862	5.845	0.7112	5.5-6.3	Premium
8863	5.845	0.7112	5.5-6.3	Premium
8864	5.995	0.7112	5.5-6.3	Premium
8865	6.235	0.7112	5.5-6.3	Premium
8866	5.895	0.762	5.5-6.3	Premium
8867	6.17	0.6858	5.5-6.3	Premium
8868	6.085	0.7366	5.5-6.3	Premium
8869	5.595	0.6604	5.5-6.3	Premium
8870	5.63	0.7112	5.5-6.3	Premium
8871	5.82	0.635	5.5-6.3	Premium
8872	5.75	0.7366	5.5-6.3	Premium
8873	5.58	0.7112	5.5-6.3	Premium
8874	5.81	0.7112	5.5-6.3	Premium
8875	6.17	0.7112	5.5-6.3	Premium
8876	6.175	0.6858	5.5-6.3	Premium
8877	5.63	0.6604	5.5-6.3	Premium
8878	5.925	0.7112	5.5-6.3	Premium
8879	5.525	0.6858	5.5-6.3	Premium
8880	5.56	0.7366	5.5-6.3	Premium
8881	6.145	0.7366	5.5-6.3	Premium
8882	5.98	0.7366	5.5-6.3	Premium
8883	6.285	0.7366	5.5-6.3	Premium
8884	6.22	0.7366	5.5-6.3	Premium
8885	6.235	0.7366	5.5-6.3	Premium
8886	6.15	0.7366	5.5-6.3	Premium
8887	5.875	0.6858	5.5-6.3	Premium
8888	5.505	0.7112	5.5-6.3	Premium
8889	5.75	0.7112	5.5-6.3	Premium
8890	6.135	0.762	5.5-6.3	Premium
8891	6.225	0.6858	5.5-6.3	Premium
8892	5.975	0.7112	5.5-6.3	Premium
8893	5.885	0.7366	5.5-6.3	Premium
8894	5.71	0.6858	5.5-6.3	Premium
8895	5.625	0.7112	5.5-6.3	Premium
8896	6.015	0.6858	5.5-6.3	Premium
8897	5.625	0.7112	5.5-6.3	Premium
8898	5.61	0.6858	5.5-6.3	Premium
8899	5.785	0.7366	5.5-6.3	Premium
8900	5.595	0.7112	5.5-6.3	Premium
8901	5.51	0.635	5.5-6.3	Premium
8902	5.57	0.6604	5.5-6.3	Premium
8903	5.64	0.6858	5.5-6.3	Premium
8904	5.61	0.508	5.5-6.3	Premium
8905	5.96	0.7112	5.5-6.3	Premium
8906	6.03	0.7112	5.5-6.3	Premium
8907	5.835	0.7112	5.5-6.3	Premium
8908	5.54	0.7366	5.5-6.3	Premium
8909	5.65	0.6604	5.5-6.3	Premium
8910	6.23	0.7112	5.5-6.3	Premium
8911	5.67	0.7112	5.5-6.3	Premium
8912	6.075	0.7366	5.5-6.3	Premium
8913	5.53	0.6858	5.5-6.3	Premium
8914	5.845	0.7366	5.5-6.3	Premium
8915	6.24	0.762	5.5-6.3	Premium
8916	6.13	0.7112	5.5-6.3	Premium
8917	5.815	0.7112	5.5-6.3	Premium
8918	6.065	0.7112	5.5-6.3	Premium
8919	5.735	0.7112	5.5-6.3	Premium
8920	5.765	0.6858	5.5-6.3	Premium
8921	6.185	0.7366	5.5-6.3	Premium
8922	5.97	0.7366	5.5-6.3	Premium
8923	6.015	0.7366	5.5-6.3	Premium
8924	5.74	0.7112	5.5-6.3	Premium
8925	6.18	0.7112	5.5-6.3	Premium
8926	5.58	0.6858	5.5-6.3	Premium
8927	6.195	0.7366	5.5-6.3	Premium
8928	6.105	0.7366	5.5-6.3	Premium
8929	5.81	0.762	5.5-6.3	Premium
8930	5.9	0.7366	5.5-6.3	Premium
8931	5.7	0.6858	5.5-6.3	Premium
8932	5.705	0.7366	5.5-6.3	Premium
8933	5.885	0.762	5.5-6.3	Premium
8934	5.555	0.6858	5.5-6.3	Premium
8935	5.895	0.7366	5.5-6.3	Premium
8936	6.03	0.7366	5.5-6.3	Premium
8937	5.75	0.6858	5.5-6.3	Premium
8938	5.855	0.7366	5.5-6.3	Premium
8939	5.8	0.7112	5.5-6.3	Premium
8940	6.055	0.7112	5.5-6.3	Premium
8941	6.045	0.7366	5.5-6.3	Premium
8942	5.955	0.7112	5.5-6.3	Premium
8943	5.875	0.7112	5.5-6.3	Premium
8944	5.52	0.6858	5.5-6.3	Premium
8945	6.125	0.7366	5.5-6.3	Premium
8946	6.055	0.6858	5.5-6.3	Premium
8947	5.51	0.7366	5.5-6.3	Premium
8948	6.165	0.7112	5.5-6.3	Premium
8949	6.195	0.7366	5.5-6.3	Premium
8950	5.74	0.6604	5.5-6.3	Premium
8951	5.665	0.6604	5.5-6.3	Premium
8952	5.715	0.7112	5.5-6.3	Premium
8953	6.015	0.7112	5.5-6.3	Premium
8954	5.755	0.6858	5.5-6.3	Premium
8955	5.675	0.7112	5.5-6.3	Premium
8956	6.005	0.7112	5.5-6.3	Premium
8957	5.87	0.7112	5.5-6.3	Premium
8958	6.045	0.7366	5.5-6.3	Premium
8959	5.93	0.6858	5.5-6.3	Premium
8960	6.075	0.7112	5.5-6.3	Premium
8961	5.93	0.7112	5.5-6.3	Premium
8962	6.25	0.7366	5.5-6.3	Premium
8963	6.105	0.6858	5.5-6.3	Premium
8964	5.695	0.6604	5.5-6.3	Premium
8965	5.74	0.6604	5.5-6.3	Premium
8966	6.215	0.6858	5.5-6.3	Premium
8967	5.91	0.7112	5.5-6.3	Premium
8968	5.535	0.7112	5.5-6.3	Premium
8969	6.095	0.6858	5.5-6.3	Premium
8970	5.79	0.6858	5.5-6.3	Premium
8971	5.63	0.6858	5.5-6.3	Premium
8972	5.695	0.7112	5.5-6.3	Premium
8973	5.89	0.7112	5.5-6.3	Premium
8974	5.975	0.7112	5.5-6.3	Premium
8975	5.95	0.7112	5.5-6.3	Premium
8976	6.01	0.7112	5.5-6.3	Premium
8977	5.85	0.7112	5.5-6.3	Premium
8978	5.815	0.6858	5.5-6.3	Premium
8979	6.22	0.7366	5.5-6.3	Premium
8980	5.5	0.7112	5.5-6.3	Premium
8981	6.08	0.6858	5.5-6.3	Premium
8982	6.04	0.7366	5.5-6.3	Premium
8983	5.885	0.762	5.5-6.3	Premium
8984	5.9	0.6858	5.5-6.3	Premium
8985	5.935	0.6858	5.5-6.3	Premium
8986	6.235	0.7112	5.5-6.3	Premium
8987	5.62	0.7112	5.5-6.3	Premium
8988	5.665	0.7112	5.5-6.3	Premium
8989	5.985	0.7366	5.5-6.3	Premium
8990	5.83	0.6858	5.5-6.3	Premium
8991	6.205	0.7366	5.5-6.3	Premium
8992	5.685	0.7366	5.5-6.3	Premium
8993	5.79	0.6858	5.5-6.3	Premium
8994	5.515	0.6858	5.5-6.3	Premium
8995	5.68	0.7112	5.5-6.3	Premium
8996	5.5	0.6604	5.5-6.3	Premium
8997	5.655	0.6858	5.5-6.3	Premium
8998	5.77	0.6604	5.5-6.3	Premium
8999	5.57	0.7112	5.5-6.3	Premium
9000	5.715	0.6858	5.5-6.3	Premium
9001	6.13	0.7366	5.5-6.3	Premium
9002	5.66	0.6858	5.5-6.3	Premium
9003	6.2	0.6604	5.5-6.3	Premium
9004	6.015	0.6858	5.5-6.3	Premium
9005	5.51	0.6858	5.5-6.3	Premium
9006	5.67	0.7112	5.5-6.3	Premium
9007	5.775	0.7366	5.5-6.3	Premium
9008	5.67	0.7112	5.5-6.3	Premium
9009	5.95	0.6858	5.5-6.3	Premium
9010	5.575	0.6858	5.5-6.3	Premium
9011	6.195	0.7366	5.5-6.3	Premium
9012	5.775	0.7112	5.5-6.3	Premium
9013	5.91	0.7112	5.5-6.3	Premium
9014	6.015	0.7112	5.5-6.3	Premium
9015	5.85	0.7112	5.5-6.3	Premium
9016	6.29	0.7366	5.5-6.3	Premium
9017	5.91	0.6858	5.5-6.3	Premium
9018	6.175	0.7112	5.5-6.3	Premium
9019	5.59	0.6604	5.5-6.3	Premium
9020	6.02	0.7112	5.5-6.3	Premium
9021	6.04	0.7112	5.5-6.3	Premium
9022	5.535	0.6858	5.5-6.3	Premium
9023	6.175	0.7112	5.5-6.3	Premium
9024	5.75	0.7112	5.5-6.3	Premium
9025	5.705	0.7112	5.5-6.3	Premium
9026	5.62	0.7112	5.5-6.3	Premium
9027	6.185	0.7366	5.5-6.3	Premium
9028	5.895	0.6858	5.5-6.3	Premium
9029	5.695	0.7112	5.5-6.3	Premium
9030	5.735	0.7112	5.5-6.3	Premium
9031	6.11	0.7366	5.5-6.3	Premium
9032	5.845	0.7366	5.5-6.3	Premium
9033	5.565	0.7366	5.5-6.3	Premium
9034	5.79	0.7366	5.5-6.3	Premium
9035	5.705	0.7366	5.5-6.3	Premium
9036	5.505	0.6858	5.5-6.3	Premium
9037	5.695	0.7112	5.5-6.3	Premium
9038	5.53	0.7112	5.5-6.3	Premium
9039	5.74	0.6858	5.5-6.3	Premium
9040	6.27	0.7112	5.5-6.3	Premium
9041	6.25	0.7366	5.5-6.3	Premium
9042	5.61	0.6858	5.5-6.3	Premium
9043	6.21	0.7112	5.5-6.3	Premium
9044	5.765	0.6858	5.5-6.3	Premium
9045	5.545	0.6604	5.5-6.3	Premium
9046	6.015	0.7366	5.5-6.3	Premium
9047	5.61	0.7112	5.5-6.3	Premium
9048	5.785	0.6858	5.5-6.3	Premium
9049	6.24	0.7112	5.5-6.3	Premium
9050	5.99	0.7112	5.5-6.3	Premium
9051	5.84	0.7112	5.5-6.3	Premium
9052	5.635	0.7112	5.5-6.3	Premium
9053	6.29	0.6858	5.5-6.3	Premium
9054	5.745	0.6858	5.5-6.3	Premium
9055	5.64	0.6858	5.5-6.3	Premium
9056	5.59	0.6858	5.5-6.3	Premium
9057	6.125	0.7112	5.5-6.3	Premium
9058	5.96	0.7112	5.5-6.3	Premium
9059	5.765	0.6858	5.5-6.3	Premium
9060	5.915	0.7112	5.5-6.3	Premium
9061	5.97	0.7112	5.5-6.3	Premium
9062	5.65	0.635	5.5-6.3	Premium
9063	5.765	0.6858	5.5-6.3	Premium
9064	6	0.7366	5.5-6.3	Premium
9065	5.535	0.7112	5.5-6.3	Premium
9066	5.55	0.7366	5.5-6.3	Premium
9067	5.815	0.6858	5.5-6.3	Premium
9068	5.515	0.7112	5.5-6.3	Premium
9069	6.135	0.7366	5.5-6.3	Premium
9070	5.77	0.7112	5.5-6.3	Premium
9071	5.75	0.7112	5.5-6.3	Premium
9072	6.27	0.762	5.5-6.3	Premium
9073	6.19	0.7874	5.5-6.3	Premium
9074	5.505	0.6858	5.5-6.3	Premium
9075	5.975	0.6858	5.5-6.3	Premium
9076	5.77	0.7112	5.5-6.3	Premium
9077	5.92	0.6858	5.5-6.3	Premium
9078	5.785	0.762	5.5-6.3	Premium
9079	6.11	0.6858	5.5-6.3	Premium
9080	6.18	0.7366	5.5-6.3	Premium
9081	5.705	0.7366	5.5-6.3	Premium
9082	5.78	0.6858	5.5-6.3	Premium
9083	5.66	0.7112	5.5-6.3	Premium
9084	5.635	0.6858	5.5-6.3	Premium
9085	5.935	0.6604	5.5-6.3	Premium
9086	5.755	0.7366	5.5-6.3	Premium
9087	5.71	0.7366	5.5-6.3	Premium
9088	5.7	0.6858	5.5-6.3	Premium
9089	5.795	0.7112	5.5-6.3	Premium
9090	5.94	0.6858	5.5-6.3	Premium
9091	6	0.7366	5.5-6.3	Premium
9092	6.25	0.7112	5.5-6.3	Premium
9093	5.855	0.7112	5.5-6.3	Premium
9094	6.1	0.6858	5.5-6.3	Premium
9095	6.15	0.7112	5.5-6.3	Premium
9096	5.69	0.7366	5.5-6.3	Premium
9097	5.69	0.7112	5.5-6.3	Premium
9098	5.77	0.6858	5.5-6.3	Premium
9099	5.56	0.7112	5.5-6.3	Premium
9100	5.97	0.7366	5.5-6.3	Premium
9101	6.02	0.7112	5.5-6.3	Premium
9102	5.585	0.6858	5.5-6.3	Premium
9103	5.65	0.7112	5.5-6.3	Premium
9104	5.53	0.6858	5.5-6.3	Premium
9105	5.82	0.7112	5.5-6.3	Premium
9106	5.575	0.7112	5.5-6.3	Premium
9107	5.74	0.7112	5.5-6.3	Premium
9108	5.685	0.7366	5.5-6.3	Premium
9109	5.81	0.6858	5.5-6.3	Premium
9110	5.96	0.7366	5.5-6.3	Premium
9111	5.87	0.6858	5.5-6.3	Premium
9112	5.985	0.7112	5.5-6.3	Premium
9113	5.985	0.6858	5.5-6.3	Premium
9114	5.9	0.7112	5.5-6.3	Premium
9115	5.9	0.6858	5.5-6.3	Premium
9116	5.525	0.7112	5.5-6.3	Premium
9117	5.675	0.7112	5.5-6.3	Premium
9118	5.825	0.7366	5.5-6.3	Premium
9119	5.52	0.6858	5.5-6.3	Premium
9120	5.99	0.7112	5.5-6.3	Premium
9121	6.265	0.7112	5.5-6.3	Premium
9122	6.115	0.762	5.5-6.3	Premium
9123	5.82	0.7112	5.5-6.3	Premium
9124	6.085	0.7112	5.5-6.3	Premium
9125	5.74	0.7112	5.5-6.3	Premium
9126	5.68	0.7112	5.5-6.3	Premium
9127	5.805	0.6858	5.5-6.3	Premium
9128	6.13	0.7112	5.5-6.3	Premium
9129	5.925	0.7366	5.5-6.3	Premium
9130	5.655	0.7112	5.5-6.3	Premium
9131	5.75	0.7112	5.5-6.3	Premium
9132	5.825	0.6858	5.5-6.3	Premium
9133	5.535	0.7112	5.5-6.3	Premium
9134	6.02	0.7112	5.5-6.3	Premium
9135	5.945	0.6858	5.5-6.3	Premium
9136	5.735	0.6858	5.5-6.3	Premium
9137	5.945	0.6858	5.5-6.3	Premium
9138	6.005	0.6858	5.5-6.3	Premium
9139	5.605	0.6858	5.5-6.3	Premium
9140	5.875	0.7112	5.5-6.3	Premium
9141	5.79	0.7112	5.5-6.3	Premium
9142	5.65	0.7112	5.5-6.3	Premium
9143	5.645	0.6858	5.5-6.3	Premium
9144	5.79	0.7112	5.5-6.3	Premium
9145	5.715	0.7366	5.5-6.3	Premium
9146	6.08	0.762	5.5-6.3	Premium
9147	5.61	0.7112	5.5-6.3	Premium
9148	5.69	0.7112	5.5-6.3	Premium
9149	5.755	0.7112	5.5-6.3	Premium
9150	5.97	0.6858	5.5-6.3	Premium
9151	6.155	0.7366	5.5-6.3	Premium
9152	6.03	0.6858	5.5-6.3	Premium
9153	6.095	0.7366	5.5-6.3	Premium
9154	5.78	0.6858	5.5-6.3	Premium
9155	5.58	0.7366	5.5-6.3	Premium
9156	6.075	0.7112	5.5-6.3	Premium
9157	5.66	0.7112	5.5-6.3	Premium
9158	6.29	0.7112	5.5-6.3	Premium
9159	5.985	0.7112	5.5-6.3	Premium
9160	6.23	0.7112	5.5-6.3	Premium
9161	5.865	0.7112	5.5-6.3	Premium
9162	5.515	0.6858	5.5-6.3	Premium
9163	5.62	0.6858	5.5-6.3	Premium
9164	5.65	0.6858	5.5-6.3	Premium
9165	5.97	0.6858	5.5-6.3	Premium
9166	6.185	0.7366	5.5-6.3	Premium
9167	5.665	0.6858	5.5-6.3	Premium
9168	6.17	0.7112	5.5-6.3	Premium
9169	5.7	0.7112	5.5-6.3	Premium
9170	6.215	0.7366	5.5-6.3	Premium
9171	5.95	0.7112	5.5-6.3	Premium
9172	5.52	0.7112	5.5-6.3	Premium
9173	5.74	0.7112	5.5-6.3	Premium
9174	5.71	0.6604	5.5-6.3	Premium
9175	5.905	0.7112	5.5-6.3	Premium
9176	6.065	0.7112	5.5-6.3	Premium
9177	5.565	0.7112	5.5-6.3	Premium
9178	5.68	0.7366	5.5-6.3	Premium
9179	5.64	0.6858	5.5-6.3	Premium
9180	5.85	0.6604	5.5-6.3	Premium
9181	5.895	0.7112	5.5-6.3	Premium
9182	6.135	0.7112	5.5-6.3	Premium
9183	6.08	0.7112	5.5-6.3	Premium
9184	5.945	0.6858	5.5-6.3	Premium
9185	5.505	0.6604	5.5-6.3	Premium
9186	6.045	0.7112	5.5-6.3	Premium
9187	5.58	0.7112	5.5-6.3	Premium
9188	5.685	0.7112	5.5-6.3	Premium
9189	6.05	0.6858	5.5-6.3	Premium
9190	5.575	0.6858	5.5-6.3	Premium
9191	6.185	0.7366	5.5-6.3	Premium
9192	5.665	0.6858	5.5-6.3	Premium
9193	5.92	0.7112	5.5-6.3	Premium
9194	5.625	0.7112	5.5-6.3	Premium
9195	5.69	0.7112	5.5-6.3	Premium
9196	5.695	0.6858	5.5-6.3	Premium
9197	5.94	0.7366	5.5-6.3	Premium
9198	5.94	0.7366	5.5-6.3	Premium
9199	6.135	0.7112	5.5-6.3	Premium
9200	5.67	0.6858	5.5-6.3	Premium
9201	5.67	0.6858	5.5-6.3	Premium
9202	5.525	0.7366	5.5-6.3	Premium
9203	5.72	0.6858	5.5-6.3	Premium
9204	5.975	0.7112	5.5-6.3	Premium
9205	6.05	0.7112	5.5-6.3	Premium
9206	5.82	0.6604	5.5-6.3	Premium
9207	5.505	0.7112	5.5-6.3	Premium
9208	5.595	0.6858	5.5-6.3	Premium
9209	5.71	0.7112	5.5-6.3	Premium
9210	6.17	0.7112	5.5-6.3	Premium
9211	5.93	0.7112	5.5-6.3	Premium
9212	5.725	0.6858	5.5-6.3	Premium
9213	5.51	0.7112	5.5-6.3	Premium
9214	5.77	0.7112	5.5-6.3	Premium
9215	5.61	0.6858	5.5-6.3	Premium
9216	5.99	0.7112	5.5-6.3	Premium
9217	5.55	0.7112	5.5-6.3	Premium
9218	5.92	0.7112	5.5-6.3	Premium
9219	5.745	0.6858	5.5-6.3	Premium
9220	5.9	0.7112	5.5-6.3	Premium
9221	5.68	0.7366	5.5-6.3	Premium
9222	5.975	0.6858	5.5-6.3	Premium
9223	6.295	0.7112	5.5-6.3	Premium
9224	6.25	0.762	5.5-6.3	Premium
9225	5.56	0.7366	5.5-6.3	Premium
